speaker,text,start_time,end_time,cleaned_text,is_question,is_exclamation,contains_negation,contains_reference,contains_agreement,contains_disagreement,contains_emotion_words,contains_personal_attack,contains_group_identity,contains_emphasis,contains_conditional,sentence_length
BIDEN,"Yeah, I do want to respond. Look, the tax code that put him in a position that he pays less tax than on the money a school teacher makes is because of him… He says he’s smart because he can take advantage of the tax code. And he does take advantage of the tax code. That’s why I’m going to eliminate the Trump tax cuts. And I’m going to eliminate those tax cuts.",,,"yeah, i do want to respond. look, the tax code that put him in a position that he pays less tax than on the money a school teacher makes is because of him he says he s smart because he can take advantage of the tax code. and he does take advantage of the tax code. that s why i m going to eliminate the trump tax cuts. and i m going to eliminate those tax cuts.",False,False,False,True,False,False,False,False,False,False,False,77
TRUMP,That’s okay.,,,that s okay.,False,False,False,False,False,False,False,False,False,False,False,3
BIDEN,And make sure that we invest in the people who in fact need the help. People out there need help.,,,and make sure that we invest in the people who in fact need the help. people out there need help.,False,False,False,False,False,False,False,False,True,False,False,20
TRUMP,But why didn’t you do it over the last 25 years?,,,but why didn t you do it over the last 25 years?,True,False,False,True,False,False,False,False,False,False,False,12
BIDEN,Because you weren’t president-,,,because you weren t president-,False,False,False,True,False,False,False,False,False,False,False,5
TRUMP,Why didn’t you do it over the last 25 years?,,,why didn t you do it over the last 25 years?,True,False,False,True,False,False,False,False,False,False,False,11
BIDEN,Because you weren’t president and screwing things up.,,,because you weren t president and screwing things up.,False,False,False,True,False,False,False,False,False,False,False,9
TRUMP,You were a Senator and [crosstalk]-,,,you were a senator and [crosstalk]-,False,False,False,True,False,False,False,False,False,False,False,6
BIDEN,You’re the worst president America has ever had. Come on.,,,you re the worst president america has ever had. come on.,False,False,False,True,False,False,False,False,False,False,False,11
TRUMP,"Hey, Joe, let me just tell you, Joe. In 47 months, I’ve done more than you’ve done in 47 years, Joe. We’ve done things that you never even thought of doing.",,,"hey, joe, let me just tell you, joe. in 47 months, i ve done more than you ve done in 47 years, joe. we ve done things that you never even thought of doing.",False,False,True,True,False,True,False,False,True,False,False,34
WALLACE,Okay. Gentlemen?,,,okay. gentlemen?,True,False,False,False,False,False,False,False,False,False,False,2
TRUMP,"Including fixing the broken military that you gave me, including taking care of your debts.",,,"including fixing the broken military that you gave me, including taking care of your debts.",False,False,False,True,False,False,False,False,False,False,False,15
WALLACE,"Mr. President, we’re talking about the economy. I’d like to ask you about your plans going forward because Mr. Vice President, your economic plan-",,,"mr. president, we re talking about the economy. i d to ask you about your plans going forward because mr. vice president, your economic plan-",False,False,False,True,False,False,False,False,True,False,False,25
TRUMP,He has none.,,,he has none.,False,False,False,True,False,False,False,False,False,False,False,3
WALLACE,"… if you were to be elected president focuses a lot on big government, big taxes, big spending. I want to focus first on the taxes. You propose more than $4 trillion over a decade in new taxes on individuals making more than $400,000 a year.",,,"if you were to be elected president focuses a lot on big government, big taxes, big spending. i want to focus first on the taxes. you propose more than $4 trillion over a decade in new taxes on individuals making more than $400,000 a year.",False,False,False,True,False,False,False,False,False,False,True,45
WALLACE,… and on corporations. President Trump says that that kind of an increase in taxes is going to hurt the economy as it’s just coming out of a recession.,,,and on corporations. president trump says that that kind of an increase in taxes is going to hurt the economy as it s just coming out of a recession.,False,False,False,False,False,False,False,False,False,False,False,29
BIDEN,"Well, just take a look at what is the analysis done by Wall Street firms, points out that my economic plan would create 7 million more jobs than his in four years, number one. And number two, it would create an additional $1 trillion in economic growth, because it would be about buying American. The federal government spends $600 billion a year on everything from ships, to steel, to buildings and the like. And under my proposal, we’re going to make sure that every penny of that has to be made by a company-",,,"well, just take a look at what is the analysis done by wall street firms, points out that my economic plan would create 7 million more jobs than his in four years, number one. and number two, it would create an additional $1 trillion in economic growth, because it would be about buying american. the federal government spends $600 billion a year on everything from ships, to steel, to buildings and the . and under my proposal, we re going to make sure that every penny of that has to be made by a company-",False,False,False,False,False,False,False,False,True,False,False,95
